target_x,target_y,target_z,target_roll,target_pitch,target_yaw,q_0,q_1,q_2,q_3,q_4
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.716294772257672,0.6387758692119729,0.49554675472030985,2.0798763993437737,-0.32304769754076457
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7163022113564681,0.6387645248405934,0.49555932316670687,2.07986444755449,-0.32307077882500174
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7163533806208257,0.6386864934615242,0.49564577425088846,2.0797822380984567,-0.32322954164926615
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7164895480103152,0.6384788428470483,0.4958758306841661,2.079563469133143,-0.32365202806957083
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7167493458837276,0.638082659970547,0.4963147622988093,2.0791460732194054,-0.32445810266608266
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7171688264854071,0.6374429663917394,0.49702347979286804,2.078472128176155,-0.32575962470050845
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7177815174315826,0.6365086336419223,0.4980586284749942,2.077487767935024,-0.3276606202734813
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7186184771967007,0.6352322986092108,0.4994726820092639,2.0761430933950273,-0.3302574544819469
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.719708350599757,0.6335702789237782,0.5013140361599993,2.074392083277232,-0.33363900357654946
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7210774242906294,0.6314824883430952,0.5036271025365899,2.0721925049794194,-0.3378868271190184
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7227496822364092,0.6289323521371715,0.5064524023383159,2.0695058254307552,-0.3430753401395542
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.724746861207734,0.6258867224737945,0.5098266600991689,2.0662971219464503,-0.3492719852942148
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7270885062651198,0.6223157938037699,0.5137828974326739,2.062534993082428,-0.35653740502230186
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7297920262452927,0.6181930182461617,0.518350526776712,2.0581914694899908,-0.36492561370374693
-0.044750412113171135,-0.3661146969831484,0.9380956626882653,-2.4793865906165506,-0.7928375590695226,-2.5228974452321884,0.7328727492475218,0.6134950209735323,0.5235554451383417,2.0532419247704836,-0.37448416981649774
